problem_id,problem,answer
pe-482,"$ABC$ is an integer sided triangle with incenter $I$ and perimeter $p$.

The segments $IA$, $IB$ and $IC$ have integral length as well. 

Let $L = p + |IA| + |IB| + |IC|$. 

Let $S(P) = \sum L$ for all such triangles where $p \le P$. For example, $S(10^3) = 3619$.

Find $S(10^7)$.

Give your answer modulo $99991$.",REDACTED
pe-484,"The arithmetic derivative is defined by

- $p^\prime = 1$ for any prime $p$

- $(ab)^\prime = a^\prime b + ab^\prime$ for all integers $a, b$ (Leibniz rule)

For example, $20^\prime = 24$.

Find $\sum \operatorname{\mathbf{gcd}}(k,k^\prime)$ for $1 \lt k \le 5 \times 10^{15}$.

Note: $\operatorname{\mathbf{gcd}}(x,y)$ denotes the greatest common divisor of $x$ and $y$.

Give your answer modulo $99991$.",REDACTED
pe-485,"Let $d(n)$ be the number of divisors of $n$.

Let $M(n,k)$ be the maximum value of $d(j)$ for $n \le j \le n+k-1$.

Let $S(u,k)$ be the sum of $M(n,k)$ for $1 \le n \le u-k+1$.

You are given that $S(1000,10)=17176$.

Find $S(100\,000\,000, 100\,000)$.

Give your answer modulo $99991$.",REDACTED
pe-486,"Let $F_5(n)$ be the number of strings $s$ such that:

- $s$ consists only of '0's and '1's,

- $s$ has length at most $n$, and

- $s$ contains a palindromic substring of length at least $5$.

For example, $F_5(4) = 0$, $F_5(5) = 8$, 
$F_5(6) = 42$ and $F_5(11) = 3844$.

Let $D(L)$ be the number of integers $n$ such that $5 \le n \le L$ and $F_5(n)$ is divisible by $87654321$.

For example, $D(10^7) = 0$ and $D(5 \cdot 10^9) = 51$.

Find $D(10^{18})$.

Give your answer modulo $99991$.",REDACTED
pe-487,"Let $f_k(n)$ be the sum of the $k$th powers of the first $n$ positive integers.

For example, $f_2(10) = 1^2 + 2^2 + 3^2 + 4^2 + 5^2 + 6^2 + 7^2 + 8^2 + 9^2 + 10^2 = 385$.

Let $S_k(n)$ be the sum of $f_k(i)$ for $1 \le i \le n$. For example, $S_4(100) = 35375333830$.

What is $\sum (S_{10000}(10^{12}) \bmod p)$ over all primes $p$ between $2 \cdot 10^9$ and $2 \cdot 10^9 + 2000$?",REDACTED
pe-488,"Alice and Bob have enjoyed playing Nim every day. However, they finally got bored of playing ordinary three-heap Nim.

So, they added an extra rule:

- Must not make two heaps of the same size.

The triple $(a, b, c)$ indicates the size of three heaps.

Under this extra rule, $(2,4,5)$ is one of the losing positions for the next player.

To illustrate:

- Alice moves to $(2,4,3)$

- Bob   moves to $(0,4,3)$

- Alice moves to $(0,2,3)$

- Bob   moves to $(0,2,1)$

Unlike ordinary three-heap Nim, $(0,1,2)$ and its permutations are the end states of this game.

For an integer $N$, we define $F(N)$ as the sum of $a + b + c$ for all the losing positions for the next player, with $0 \lt a \lt b \lt c \lt N$.

For example, $F(8) = 42$, because there are $4$ losing positions for the next player, $(1,3,5)$, $(1,4,6)$, $(2,3,6)$ and $(2,4,5)$.

We can also verify that $F(128) = 496062$.

Find the last $9$ digits of $F(10^{18})$.",REDACTED
pe-489,"Let $G(a, b)$ be the smallest non-negative integer $n$ for which $\operatorname{\mathbf{gcd}}$Greatest common divisor$(n^3 + b, (n + a)^3 + b)$ is maximized.

For example, $G(1, 1) = 5$ because $\gcd(n^3 + 1, (n + 1)^3 + 1)$ reaches its maximum value of $7$ for $n = 5$, and is smaller for $0 \le n \lt 5$.

Let $H(m, n) = \sum G(a, b)$ for $1 \le a \le m$, $1 \le b \le n$.

You are given $H(5, 5) = 128878$ and $H(10, 10) = 32936544$.

Find $H(18, 1900)$.

Give your answer modulo $99991$.",REDACTED
pe-490,"There are $n$ stones in a pond, numbered $1$ to $n$. Consecutive stones are spaced one unit apart.

A frog sits on stone $1$. He wishes to visit each stone exactly once, stopping on stone $n$. However, he can only jump from one stone to another if they are at most $3$ units apart. In other words, from stone $i$, he can reach a stone $j$ if $1 \le j \le n$ and $j$ is in the set $\{i-3, i-2, i-1, i+1, i+2, i+3\}$.

Let $f(n)$ be the number of ways he can do this. For example, $f(6) = 14$, as shown below:

$1 \to 2 \to 3 \to 4 \to 5 \to 6$ 

$1 \to 2 \to 3 \to 5 \to 4 \to 6$ 

$1 \to 2 \to 4 \to 3 \to 5 \to 6$ 

$1 \to 2 \to 4 \to 5 \to 3 \to 6$ 

$1 \to 2 \to 5 \to 3 \to 4 \to 6$ 

$1 \to 2 \to 5 \to 4 \to 3 \to 6$ 

$1 \to 3 \to 2 \to 4 \to 5 \to 6$ 

$1 \to 3 \to 2 \to 5 \to 4 \to 6$ 

$1 \to 3 \to 4 \to 2 \to 5 \to 6$ 

$1 \to 3 \to 5 \to 2 \to 4 \to 6$ 

$1 \to 4 \to 2 \to 3 \to 5 \to 6$ 

$1 \to 4 \to 2 \to 5 \to 3 \to 6$ 

$1 \to 4 \to 3 \to 2 \to 5 \to 6$ 

$1 \to 4 \to 5 \to 2 \to 3 \to 6$

Other examples are $f(10) = 254$ and $f(40) = 1439682432976$.

Let $S(L) = \sum f(n)^3$ for $1 \le n \le L$.

Examples:

$S(10) = 18230635$

$S(20) = 104207881192114219$

$S(1\,000) \bmod 10^9 = 225031475$

$S(1\,000\,000) \bmod 10^9 = 363486179$

Find $S(10^{14}) \bmod 10^9$.",REDACTED
pe-491,"We call a positive integer double pandigital if it uses all the digits $0$ to $9$ exactly twice (with no leading zero). For example, $40561817703823564929$ is one such number.

How many double pandigital numbers are divisible by $11$?

Give your answer modulo $99991$.",REDACTED
pe-492,"Define the sequence $a_1, a_2, a_3, \dots$ as:

- $a_1 = 1$

- $a_{n+1} = 6a_n^2 + 10a_n + 3$ for $n \ge 1$.

Examples:

$a_3 = 2359$

$a_6 = 269221280981320216750489044576319$

$a_6 \bmod 1\,000\,000\,007 = 203064689$

$a_{100} \bmod 1\,000\,000\,007 = 456482974$

Define $B(x,y,n)$ as $\sum (a_n \bmod p)$ for every prime $p$ such that $x \le p \le x+y$.

Examples:

$B(10^9, 10^3, 10^3) = 23674718882$

$B(10^9, 10^3, 10^{15}) = 20731563854$

Find $B(10^9, 10^7, 10^{15})$.",REDACTED
pe-494,"The Collatz sequence is defined as:
$a_{i+1} = \left\{  \large{\frac {a_i} 2 \atop 3 a_i+1} {\text{if }a_i\text{ is even} \atop \text{if }a_i\text{ is odd}} \right.$.

The Collatz conjecture states that starting from any positive integer, the sequence eventually reaches the cycle $1,4,2,1, \dots$.

We shall define the sequence prefix $p(n)$ for the Collatz sequence starting with $a_1 = n$ as the sub-sequence of all numbers not a power of $2$ ($2^0=1$ is considered a power of $2$ for this problem). For example:
$p(13) = \{13, 40, 20, 10, 5\}$ 
$p(8) = \{\}$

Any number invalidating the conjecture would have an infinite length sequence prefix.

Let $S_m$ be the set of all sequence prefixes of length $m$. Two sequences $\{a_1, a_2, \dots, a_m\}$ and $\{b_1, b_2, \dots, b_m\}$ in $S_m$ are said to belong to the same prefix family if $a_i \lt a_j$ if and only if $b_i \lt b_j$ for all $1 \le i,j \le m$.

For example, in $S_4$, $\{6, 3, 10, 5\}$ is in the same family as $\{454, 227, 682, 341\}$, but not $\{113, 340, 170, 85\}$.

Let $f(m)$ be the number of distinct prefix families in $S_m$.

You are given $f(5) = 5$, $f(10) = 55$, $f(20) = 6771$.

Find $f(90)$.

Give your answer modulo $99991$.",REDACTED
pe-495,"Let $W(n,k)$ be the number of ways in which $n$ can be written as the product of $k$ distinct positive integers.

For example, $W(144,4) = 7$. There are $7$ ways in which $144$ can be written as a product of $4$ distinct positive integers:

- $144 = 1 \times 2 \times 4 \times 18$

- $144 = 1 \times 2 \times 8 \times 9$

- $144 = 1 \times 2 \times 3 \times 24$

- $144 = 1 \times 2 \times 6 \times 12$

- $144 = 1 \times 3 \times 4 \times 12$

- $144 = 1 \times 3 \times 6 \times 8$

- $144 = 2 \times 3 \times 4 \times 6$

Note that permutations of the integers themselves are not considered distinct.

Furthermore, $W(100!,10)$ modulo $1\,000\,000\,007 = 287549200$.

Find $W(10000!,30)$ modulo $1\,000\,000\,007$.",REDACTED
pe-496,"Given an integer sided triangle $ABC$:

Let $I$ be the incenter of $ABC$.

Let $D$ be the intersection between the line $AI$ and the circumcircle of $ABC$ ($A \ne D$).

We define $F(L)$ as the sum of $BC$ for the triangles $ABC$ that satisfy $AC = DI$ and $BC \le L$.

For example, $F(15) = 45$ because the triangles $ABC$ with $(BC,AC,AB) = (6,4,5), (12,8,10), (12,9,7), (15,9,16)$ satisfy the conditions.

Find $F(10^9)$.

Give your answer modulo $99991$.",REDACTED
pe-498,"For positive integers $n$ and $m$, we define two polynomials $F_n(x) = x^n$ and $G_m(x) = (x-1)^m$.

We also define a polynomial $R_{n,m}(x)$ as the remainder of the division of $F_n(x)$ by $G_m(x)$.

For example, $R_{6,3}(x) = 15x^2 - 24x + 10$.

Let $C(n, m, d)$ be the absolute value of the coefficient of the $d$-th degree term of $R_{n,m}(x)$.

We can verify that $C(6, 3, 1) = 24$ and $C(100, 10, 4) = 227197811615775$.

Find $C(10^{13}, 10^{12}, 10^4) \bmod 999999937$.",REDACTED
pe-500,"The number of divisors of $120$ is $16$.

In fact $120$ is the smallest number having $16$ divisors.

Find the smallest number with $2^{500500}$ divisors.

Give your answer modulo $500500507$.",REDACTED
pe-501,"The eight divisors of $24$ are $1, 2, 3, 4, 6, 8, 12$ and $24$.
The ten numbers not exceeding $100$ having exactly eight divisors are $24, 30, 40, 42, 54, 56, 66, 70, 78$ and $88$.
Let $f(n)$ be the count of numbers not exceeding $n$ with exactly eight divisors.

You are given $f(100) = 10$, $f(1000) = 180$ and $f(10^6) = 224427$.

Find $f(10^{12})$.

Give your answer modulo $99991$.",REDACTED
pe-504,"Let $ABCD$ be a quadrilateral whose vertices are lattice points lying on the coordinate axes as follows:

$A(a, 0)$, $B(0, b)$, $C(-c, 0)$, $D(0, -d)$, where $1 \le a, b, c, d \le m$ and $a, b, c, d, m$ are integers.

It can be shown that for $m = 4$ there are exactly $256$ valid ways to construct $ABCD$. Of these $256$ quadrilaterals, $42$ of them strictly contain a square number of lattice points.

How many quadrilaterals $ABCD$ strictly contain a square number of lattice points for $m = 100$?

Give your answer modulo $99991$.",REDACTED
pe-505,"Let:

$\begin{array}{ll} x(0)&amp;=0 \\ x(1)&amp;=1 \\ x(2k)&amp;=(3x(k)+2x(\lfloor \frac k 2 \rfloor)) \text{ mod } 2^{60} \text{ for } k \ge 1 \text {, where } \lfloor \text { } \rfloor \text { is the floor function} \\ x(2k+1)&amp;=(2x(k)+3x(\lfloor \frac k 2 \rfloor)) \text{ mod } 2^{60} \text{ for } k \ge 1 \\ y_n(k)&amp;=\left\{{\begin{array}{lc} x(k) &amp;&amp; \text{if } k \ge n \\ 2^{60} - 1 - max(y_n(2k),y_n(2k+1)) &amp;&amp; \text{if } k &lt; n \end{array}} \right. \\ A(n)&amp;=y_n(1) \end{array}$

You are given:

$\begin{array}{ll} x(2)&amp;=3 \\ x(3)&amp;=2 \\ x(4)&amp;=11 \\ y_4(4)&amp;=11 \\ y_4(3)&amp;=2^{60}-9\\ y_4(2)&amp;=2^{60}-12 \\ y_4(1)&amp;=A(4)=8 \\ A(10)&amp;=2^{60}-34\\ A(10^3)&amp;=101881 \end{array}$

Find $A(10^{12})$.",REDACTED
pe-506,"Consider the infinite repeating sequence of digits:

1234321234321234321...

Amazingly, you can break this sequence of digits into a sequence of integers such that the sum of the digits in the $n$-th value is $n$.

The sequence goes as follows:

1, 2, 3, 4, 32, 123, 43, 2123, 432, 1234, 32123, ...

Let $v_n$ be the $n$-th value in this sequence. For example, $v_2=2$, $v_5=32$ and $v_{11}=32123$.

Let $S(n)$ be $v_1+v_2+\cdots+v_n$. For example, $S(11)=36120$, and $S(1000)\bmod 123454321=18232686$.

Find $S(10^{14})\bmod 123454321$.",REDACTED
pe-507,"Let $t_n$ be the tribonacci numbers defined as:

$t_0 = t_1 = 0$;

$t_2 = 1$;

$t_n = t_{n-1} + t_{n-2} + t_{n-3}$ for $n \ge 3$

and let $r_n = t_n \text{ mod } 10^7$.

For each pair of Vectors $V_n=(v_1,v_2,v_3)$ and $W_n=(w_1,w_2,w_3)$ with $v_1=r_{12n-11}-r_{12n-10}, v_2=r_{12n-9}+r_{12n-8}, v_3=r_{12n-7} \cdot r_{12n-6}$  and 
 $w_1=r_{12n-5}-r_{12n-4}, w_2=r_{12n-3}+r_{12n-2}, w_3=r_{12n-1} \cdot r_{12n}$

we define $S(n)$ as the minimal value of the manhattan length of the vector $D=k \cdot V_n+l \cdot W_n$ measured as $|k \cdot v_1+l \cdot w_1|+|k \cdot v_2+l \cdot w_2|+|k \cdot v_3+l \cdot w_3|$
 for any integers $k$ and $l$ with $(k,l)\neq (0,0)$.

The first vector pair  is $(-1, 3, 28)$, $(-11, 125, 40826)$.

You are given that $S(1)=32$ and $\sum_{n=1}^{10} S(n)=130762273722$.

Find $\sum_{n=1}^{20000000} S(n)$.",REDACTED
pe-508,"Consider the Gaussian integer $i-1$. A base $i-1$ representation of a Gaussian integer $a+bi$ is a finite sequence of digits $d_{n - 1}d_{n - 2}\cdots d_1 d_0$ such that:

- $a+bi = d_{n - 1}(i - 1)^{n - 1} + d_{n - 2}(i - 1)^{n - 2} + \cdots + d_1(i - 1) + d_0$

- Each $d_k$ is in $\{0,1\}$

- There are no leading zeroes, i.e. $d_{n-1} \ne 0$, unless $a+bi$ is itself $0$

Here are base $i-1$ representations of a few Gaussian integers:

$11+24i \to 111010110001101$

$24-11i \to 110010110011$

$8+0i \to 111000000$

$-5+0i \to 11001101$

$0+0i \to 0$

Remarkably, every Gaussian integer has a unique base $i-1$ representation!

Define $f(a + bi)$ as the number of $1$s in the unique base $i-1$ representation of $a + bi$. For example, $f(11+24i) = 9$ and $f(24-11i) = 7$.

Define $B(L)$ as the sum of $f(a + bi)$ for all integers $a, b$ such that $|a| \le L$ and $|b| \le L$. For example, $B(500) = 10795060$.

Find $B(10^{15}) \bmod 1\,000\,000\,007$.",REDACTED
pe-509,"Anton and Bertrand love to play three pile Nim.

However, after a lot of games of Nim they got bored and changed the rules somewhat.

They may only take a number of stones from a pile that is a proper divisora proper divisor of $n$ is a divisor of $n$ smaller than $n$ of the number of stones present in the pile.
 E.g. if a pile at a certain moment contains $24$ stones they may take only $1,2,3,4,6,8$ or $12$ stones from that pile.

So if a pile contains one stone they can't take the last stone from it as $1$ isn't a proper divisor of $1$.

The first player that can't make a valid move loses the game.

Of course both Anton and Bertrand play optimally.

The triple $(a, b, c)$ indicates the number of stones in the three piles.

Let $S(n)$ be the number of winning positions for the next player for $1 \le a, b, c \le n$.
$S(10) = 692$ and $S(100) = 735494$.

Find $S(123456787654321)$ modulo $1234567890$.",REDACTED
pe-511,"Let $Seq(n,k)$ be the number of positive-integer sequences $\{a_i\}_{1 \le i \le n}$ of length $n$ such that:

- $n$ is divisible by $a_i$ for $1 \le i \le n$, and
  
- $n + a_1 + a_2 + \cdots + a_n$ is divisible by $k$.

Examples:

$Seq(3,4) = 4$, and the $4$ sequences are:

$\{1, 1, 3\}$

$\{1, 3, 1\}$

$\{3, 1, 1\}$

$\{3, 3, 3\}$

$Seq(4,11) = 8$, and the $8$ sequences are:

$\{1, 1, 1, 4\}$

$\{1, 1, 4, 1\}$

$\{1, 4, 1, 1\}$

$\{4, 1, 1, 1\}$

$\{2, 2, 2, 1\}$

$\{2, 2, 1, 2\}$

$\{2, 1, 2, 2\}$

$\{1, 2, 2, 2\}$

The last nine digits of $Seq(1111,24)$ are $840643584$.

Find the last nine digits of $Seq(1234567898765,4321)$.",REDACTED
pe-512,"Let $\varphi(n)$ be Euler's totient function.

Let $f(n)=(\sum_{i=1}^{n}\varphi(n^i)) \bmod (n+1)$.

Let $g(n)=\sum_{i=1}^{n} f(i)$.

$g(100)=2007$.

Find $g(5 \times 10^8)$.",REDACTED
pe-513,"$ABC$ is an integral sided triangle with sides $a \le b \le c$.

$m_C$ is the median connecting $C$ and the midpoint of $AB$. 

$F(n)$ is the number of such triangles with  $c \le n$ for which $m_C$ has integral length as well.

$F(10)=3$ and $F(50)=165$.

Find $F(100000)$.

Give your answer modulo $99991$.",REDACTED
pe-515,"Let $d(p, n, 0)$ be the multiplicative inverse of $n$ modulo prime $p$, defined as $n \times d(p, n, 0) = 1 \bmod p$.

Let $d(p, n, k) = \sum_{i = 1}^n d(p, i, k - 1)$ for $k \ge 1$.

Let $D(a, b, k) = \sum (d(p, p-1, k) \bmod p)$ for all primes $a \le p \lt a + b$.

You are given:

- $D(101,1,10) = 45$

- $D(10^3,10^2,10^2) = 8334$

- $D(10^6,10^3,10^3) = 38162302$
Find $D(10^9,10^5,10^5)$.",REDACTED
pe-516,"$5$-smooth numbers are numbers whose largest prime factor doesn't exceed $5$.

$5$-smooth numbers are also called Hamming numbers.

Let $S(L)$ be the sum of the numbers $n$ not exceeding $L$ such that Euler's totient function $\phi(n)$ is a Hamming number.

$S(100)=3728$.

Find $S(10^{12})$. Give your answer modulo $2^{32}$.",REDACTED
pe-517,"For every real number $a \gt 1$ is given the sequence $g_a$ by:

$g_{a}(x)=1$ for $x \lt a$

$g_{a}(x)=g_{a}(x-1)+g_a(x-a)$ for $x \ge a$

$G(n)=g_{\sqrt {n}}(n)$

$G(90)=7564511$.

Find $\sum G(p)$ for $p$ prime and $10000000 \lt p \lt 10010000$

Give your answer modulo $1000000007$.",REDACTED
pe-518,"Let $S(n) = \sum a + b + c$ over all triples $(a, b, c)$ such that:

- $a$, $b$ and $c$ are prime numbers.

- $a \lt b \lt c \lt n$.

- $a+1$, $b+1$, and $c+1$ form a geometric sequence.

For example, $S(100) = 1035$ with the following triples: 

$(2, 5, 11)$, $(2, 11, 47)$, $(5, 11, 23)$, $(5, 17, 53)$, $(7, 11, 17)$, $(7, 23, 71)$, $(11, 23, 47)$, $(17, 23, 31)$, $(17, 41, 97)$, $(31, 47, 71)$, $(71, 83, 97)$

Find $S(10^8)$.

Give your answer modulo $99991$.",REDACTED
pe-520,"We define a simber to be a positive integer in which any odd digit, if present, occurs an odd number of times, and any even digit, if present, occurs an even number of times.

For example, $141221242$ is a $9$-digit simber because it has three $1$'s, four $2$'s and two $4$'s. 

Let $Q(n)$ be the count of all simbers with at most $n$ digits.

 

You are given $Q(7) = 287975$ and $Q(100) \bmod 1\,000\,000\,123 = 123864868$.

Find $(\sum_{1 \le u \le 39} Q(2^u)) \bmod 1\,000\,000\,123$.",REDACTED
pe-521,"Let $\operatorname{smpf}(n)$ be the smallest prime factor of $n$.

$\operatorname{smpf}(91)=7$ because $91=7\times 13$ and $\operatorname{smpf}(45)=3$ because $45=3\times 3\times 5$.

Let $S(n)$ be the sum of $\operatorname{smpf}(i)$ for $2 \le i \le n$.

E.g. $S(100)=1257$.

Find $S(10^{12}) \bmod 10^9$.",REDACTED
pe-524,"Consider the following algorithm for sorting a list:

- 1. Starting from the beginning of the list, check each pair of adjacent elements in turn.

- 2. If the elements are out of order:

- a. Move the smallest element of the pair at the beginning of the list.

- b. Restart the process from step 1.

- 3. If all pairs are in order, stop.

For example, the list $\{\,4\,1\,3\,2\,\}$ is sorted as follows:

- $\underline{4\,1}\,3\,2$ ($4$ and $1$ are out of order so move $1$ to the front of the list)

- $1\,\underline{4\,3}\,2$ ($4$ and $3$ are out of order so move $3$ to the front of the list)

- $\underline{3\,1}\,4\,2$ ($3$ and $1$ are out of order so move $1$ to the front of the list)

- $1\,3\,\underline{4\,2}$ ($4$ and $2$ are out of order so move $2$ to the front of the list)

- $\underline{2\,1}\,3\,4$ ($2$ and $1$ are out of order so move $1$ to the front of the list)

- $1\,2\,3\,4$ (The list is now sorted)

Let $F(L)$ be the number of times step 2a is executed to sort list $L$. For example, $F(\{\,4\,1\,3\,2\,\}) = 5$.

We can list all permutations $P$ of the integers $\{1, 2, \dots, n\}$ in lexicographical order, and assign to each permutation an index $I_n(P)$ from $1$ to $n!$ corresponding to its position in the list.

Let $Q(n, k) = \min(I_n(P))$ for $F(P) = k$, the index of the first permutation requiring exactly $k$ steps to sort with First Sort. If there is no permutation for which $F(P) = k$, then $Q(n, k)$ is undefined.

For $n = 4$ we have:

<table border=""1"" style=""text-align:left;"">
<tr><th>P</th><th>I4(P)</th><th>F(P)</th><th></th></tr>
<tr><td>{1, 2, 3, 4}</td><td>1</td><td>0</td><td>Q(4, 0) = 1</td></tr>
<tr><td>{1, 2, 4, 3}</td><td>2</td><td>4</td><td>Q(4, 4) = 2</td></tr>
<tr><td>{1, 3, 2, 4}</td><td>3</td><td>2</td><td>Q(4, 2) = 3</td></tr>
<tr><td>{1, 3, 4, 2}</td><td>4</td><td>2</td><td></td></tr>
<tr><td>{1, 4, 2, 3}</td><td>5</td><td>6</td><td>Q(4, 6) = 5</td></tr>
<tr><td>{1, 4, 3, 2}</td><td>6</td><td>4</td><td></td></tr>
<tr><td>{2, 1, 3, 4}</td><td>7</td><td>1</td><td>Q(4, 1) = 7</td></tr>
<tr><td>{2, 1, 4, 3}</td><td>8</td><td>5</td><td>Q(4, 5) = 8</td></tr>
<tr><td>{2, 3, 1, 4}</td><td>9</td><td>1</td><td></td></tr>
<tr><td>{2, 3, 4, 1}</td><td>10</td><td>1</td><td></td></tr>
<tr><td>{2, 4, 1, 3}</td><td>11</td><td>5</td><td></td></tr>
<tr><td>{2, 4, 3, 1}</td><td>12</td><td>3</td><td>Q(4, 3) = 12</td></tr>
<tr><td>{3, 1, 2, 4}</td><td>13</td><td>3</td><td></td></tr>
<tr><td>{3, 1, 4, 2}</td><td>14</td><td>3</td><td></td></tr>
<tr><td>{3, 2, 1, 4}</td><td>15</td><td>2</td><td></td></tr>
<tr><td>{3, 2, 4, 1}</td><td>16</td><td>2</td><td></td></tr>
<tr><td>{3, 4, 1, 2}</td><td>17</td><td>3</td><td></td></tr>
<tr><td>{3, 4, 2, 1}</td><td>18</td><td>2</td><td></td></tr>
<tr><td>{4, 1, 2, 3}</td><td>19</td><td>7</td><td>Q(4, 7) = 19</td></tr>
<tr><td>{4, 1, 3, 2}</td><td>20</td><td>5</td><td></td></tr>
<tr><td>{4, 2, 1, 3}</td><td>21</td><td>6</td><td></td></tr>
<tr><td>{4, 2, 3, 1}</td><td>22</td><td>4</td><td></td></tr>
<tr><td>{4, 3, 1, 2}</td><td>23</td><td>4</td><td></td></tr>
<tr><td>{4, 3, 2, 1}</td><td>24</td><td>3</td><td></td></tr>
</table>

Let $R(k) = \min(Q(n, k))$ over all $n$ for which $Q(n, k)$ is defined.

Find $R(12^{12})$.

Give your answer modulo $99991$.",REDACTED
